rainfall_mm,avg_temp_c,min_temp_c,max_temp_c,soil_ph,nitrogen_kg_ha,phosphorus_kg_ha,potassium_kg_ha,fertilizer_kg_ha,irrigation_type,season,rice_variety,region,yield_ton_per_ha
1593.9,34.9,28.5,43.7,7.81,42.9,38.8,139.1,20.2,Rainfed,Kharif,Basmati,Punjab,0.28
1180.9,33.8,30.4,42.7,6.26,1.7,44.3,105.8,164.3,Rainfed,Kharif,IR64,Tamil Nadu,4.86
193.8,25.1,21.0,32.8,5.74,20.8,106.6,23.2,384.4,Borewell,Rabi,IR64,Andhra Pradesh,0.49
1096.0,20.3,16.3,27.7,5.41,173.0,89.9,47.5,226.8,Canal,Kharif,MTU1010,Punjab,8.22
1405.5,22.1,18.6,31.6,6.72,70.4,46.1,5.8,86.9,Canal,Rabi,Swarna,Tamil Nadu,6.66
1585.4,35.8,31.8,40.9,7.8,69.7,25.8,123.3,323.7,Rainfed,Kharif,MTU1010,Tamil Nadu,5.34
1258.2,35.1,29.0,42.8,7.18,48.0,12.8,66.0,158.9,Rainfed,Kharif,Basmati,Andhra Pradesh,5.47
305.3,25.3,18.7,29.6,5.22,29.5,103.4,7.8,25.5,Rainfed,Kharif,Basmati,Tamil Nadu,0.55
1420.3,25.1,18.8,30.0,7.63,91.6,83.7,2.2,141.0,Rainfed,Kharif,Basmati,West Bengal,6.47
1354.7,34.3,28.9,40.9,7.07,130.2,72.9,152.9,325.6,Rainfed,Rabi,IR64,Tamil Nadu,7.86
48.9,36.9,33.6,45.8,4.95,99.1,93.2,136.4,88.4,Rainfed,Rabi,IR64,Andhra Pradesh,1.15
823.5,34.0,26.2,42.4,6.99,6.4,109.8,53.5,130.6,Borewell,Kharif,Basmati,Punjab,5.48
665.9,30.9,27.1,40.7,5.51,144.6,91.4,82.7,108.6,Rainfed,Rabi,IR64,Andhra Pradesh,5.74
1338.8,24.4,18.0,28.6,6.22,167.7,50.5,92.1,359.2,Rainfed,Kharif,Basmati,West Bengal,10.36
432.3,29.5,21.9,35.8,5.55,79.3,21.2,82.4,117.7,Canal,Rabi,IR64,Punjab,5.12
1181.7,24.2,17.7,29.2,4.79,66.0,85.7,49.3,96.1,Borewell,Kharif,MTU1010,West Bengal,5.51
1826.4,34.5,30.5,38.8,7.19,41.4,29.6,62.5,370.9,Canal,Kharif,IR64,Punjab,9.15
1595.6,27.0,22.4,32.6,7.4,54.3,93.9,29.0,399.9,Rainfed,Rabi,MTU1010,West Bengal,8.05
1842.9,35.0,31.9,40.5,5.31,116.0,40.6,5.3,237.4,Canal,Kharif,Swarna,Punjab,6.29
1957.0,26.9,20.8,33.4,5.34,138.6,18.8,24.8,373.9,Rainfed,Kharif,Basmati,Tamil Nadu,7.5
21.3,34.8,28.8,39.7,6.0,59.8,30.6,2.1,307.2,Borewell,Rabi,IR64,Andhra Pradesh,1.01
1245.5,26.0,19.4,32.9,7.34,61.1,32.0,69.3,75.0,Canal,Kharif,Basmati,West Bengal,7.68
825.7,27.9,24.9,37.4,4.77,81.2,45.5,105.7,273.6,Borewell,Kharif,Basmati,Punjab,5.84
1719.7,31.1,24.0,39.6,7.33,30.6,30.9,28.9,316.0,Borewell,Kharif,Swarna,Punjab,8.96
503.6,21.3,14.6,30.3,7.73,166.9,27.1,85.4,297.2,Rainfed,Rabi,Swarna,Punjab,5.57
1962.1,37.1,33.4,45.9,6.47,127.0,47.0,52.0,212.0,Borewell,Rabi,MTU1010,Andhra Pradesh,7.8
1227.4,30.3,25.6,36.7,4.71,78.0,104.2,19.2,206.1,Borewell,Kharif,Basmati,Punjab,6.33
1587.1,29.1,22.9,37.4,5.44,22.0,8.5,20.4,328.7,Rainfed,Kharif,Basmati,Andhra Pradesh,5.31
171.2,35.1,29.6,43.6,4.89,152.8,35.5,98.9,275.6,Canal,Kharif,Swarna,Andhra Pradesh,0.06
366.9,35.6,32.0,40.8,5.41,87.1,67.5,18.8,317.2,Rainfed,Kharif,Basmati,Punjab,3.0
1516.8,29.4,26.0,38.6,7.34,143.4,104.9,88.5,83.0,Canal,Kharif,Basmati,Tamil Nadu,11.16
44.0,36.7,29.8,43.4,4.69,6.0,34.1,30.5,386.6,Rainfed,Rabi,Basmati,Punjab,0.75
1633.8,21.2,17.4,25.3,5.49,49.3,41.8,138.6,293.1,Rainfed,Kharif,Swarna,Tamil Nadu,6.55
27.9,22.0,18.2,29.9,6.31,112.0,95.8,8.0,168.9,Canal,Kharif,Basmati,West Bengal,0.79
1314.2,30.7,23.6,38.8,7.56,87.8,44.7,61.9,239.7,Canal,Kharif,IR64,West Bengal,6.38
730.2,26.4,20.3,33.7,5.37,53.1,102.2,121.8,255.9,Rainfed,Kharif,Swarna,Punjab,5.35
1223.0,28.4,22.3,33.6,7.22,36.2,54.6,119.9,320.5,Rainfed,Kharif,Basmati,Andhra Pradesh,7.63
1392.1,25.9,20.5,32.8,6.54,54.3,68.3,23.2,280.3,Canal,Rabi,MTU1010,West Bengal,7.71
685.0,27.3,21.4,33.7,6.87,133.6,67.3,31.5,337.8,Rainfed,Kharif,Swarna,Andhra Pradesh,6.75
215.9,34.8,28.8,44.7,7.52,33.1,14.3,87.4,157.9,Rainfed,Kharif,Basmati,Punjab,0.5
139.3,30.7,22.8,39.6,4.59,106.9,42.6,109.5,168.5,Borewell,Rabi,MTU1010,Punjab,0.65
1177.9,38.0,33.8,46.5,6.35,76.3,29.0,120.4,75.4,Rainfed,Kharif,MTU1010,West Bengal,5.16
1041.3,34.2,30.1,39.3,7.12,137.3,82.0,99.3,206.3,Borewell,Kharif,Swarna,Andhra Pradesh,9.87
1484.4,24.9,21.6,30.9,7.6,36.3,112.0,125.3,160.6,Canal,Kharif,MTU1010,West Bengal,7.5
1019.5,24.8,18.5,31.0,4.96,48.6,25.5,70.4,265.9,Rainfed,Kharif,Swarna,Punjab,4.86
844.9,26.0,20.3,33.0,5.7,71.8,11.0,89.7,241.2,Rainfed,Kharif,Basmati,Punjab,6.15
796.2,35.2,31.6,39.4,4.77,30.0,60.8,69.3,343.0,Rainfed,Kharif,IR64,Punjab,4.44
52.9,20.5,15.7,28.0,7.42,83.0,46.9,121.8,67.3,Rainfed,Kharif,Basmati,Tamil Nadu,0.13
671.1,24.1,20.2,30.3,7.5,74.9,4.3,28.0,366.2,Canal,Kharif,Swarna,Punjab,4.86
1952.0,36.3,31.6,43.7,6.19,178.2,110.6,40.4,88.2,Rainfed,Rabi,IR64,West Bengal,8.1
1747.1,31.5,23.8,35.6,4.57,106.9,112.8,133.9,288.3,Borewell,Rabi,Swarna,Andhra Pradesh,8.06
658.8,24.1,17.7,30.0,4.86,12.5,102.0,114.3,199.3,Rainfed,Rabi,Basmati,Punjab,3.97
1175.6,23.9,20.9,32.6,6.69,82.8,33.7,117.6,281.1,Rainfed,Rabi,MTU1010,West Bengal,7.95
1694.6,35.5,31.3,42.5,7.94,158.1,14.7,15.9,214.5,Borewell,Kharif,Basmati,Punjab,5.53
882.5,36.1,33.0,44.8,7.44,156.0,71.1,77.5,261.0,Rainfed,Kharif,MTU1010,Andhra Pradesh,6.94
35.9,24.6,18.0,32.8,7.29,173.1,33.8,90.3,300.8,Canal,Kharif,IR64,Punjab,0.96
149.0,27.6,22.2,36.7,5.96,161.0,24.2,124.8,77.2,Borewell,Kharif,Basmati,West Bengal,0.58
1020.8,35.0,27.1,39.1,7.95,31.7,77.0,67.6,136.9,Rainfed,Kharif,IR64,Andhra Pradesh,5.13
1938.9,33.9,27.2,39.4,7.39,0.6,90.0,86.5,346.9,Rainfed,Rabi,Basmati,Punjab,8.87
1386.4,34.7,29.1,41.9,5.67,110.9,63.3,38.1,334.4,Rainfed,Kharif,MTU1010,West Bengal,6.76
141.8,29.3,22.3,39.0,7.12,126.4,38.4,133.1,272.4,Rainfed,Kharif,MTU1010,Tamil Nadu,1.05
378.7,36.4,29.9,44.5,6.01,23.6,61.5,146.2,122.1,Canal,Rabi,Basmati,Andhra Pradesh,4.29
1542.6,25.9,21.6,32.6,6.81,30.0,72.0,74.3,82.5,Borewell,Rabi,IR64,Punjab,7.66
1682.9,22.8,17.2,27.6,7.9,173.4,6.2,70.0,19.4,Canal,Kharif,IR64,Tamil Nadu,0.26
1235.4,32.8,27.0,39.7,5.36,169.9,53.3,52.5,373.6,Borewell,Rabi,MTU1010,Andhra Pradesh,7.12
1288.8,29.7,24.5,36.4,7.28,28.3,71.8,42.7,254.3,Rainfed,Rabi,IR64,Andhra Pradesh,6.31
56.7,35.4,31.5,44.1,6.57,44.5,15.5,88.5,165.2,Borewell,Kharif,MTU1010,Punjab,1.2
1657.1,21.5,17.3,27.9,7.82,160.6,53.9,27.0,276.0,Canal,Rabi,Basmati,Tamil Nadu,7.78
1576.6,35.2,30.8,41.1,4.97,78.3,41.6,94.3,183.2,Borewell,Rabi,Swarna,Tamil Nadu,5.58
518.1,25.3,22.2,29.8,7.02,143.7,104.1,89.8,140.3,Borewell,Rabi,MTU1010,Tamil Nadu,6.84
1417.4,31.8,24.2,36.1,4.63,71.3,58.7,111.1,200.5,Borewell,Rabi,Basmati,Tamil Nadu,6.56
429.7,20.7,14.3,27.4,5.36,132.5,51.2,36.1,294.6,Rainfed,Rabi,Basmati,West Bengal,4.06
80.7,31.0,24.5,37.1,5.62,71.4,29.3,112.3,335.1,Canal,Rabi,IR64,Tamil Nadu,0.44
402.3,32.9,27.0,40.2,6.01,161.9,114.9,2.7,39.8,Rainfed,Kharif,IR64,Tamil Nadu,0.41
357.3,26.6,20.2,34.9,7.88,58.6,115.3,85.5,25.9,Rainfed,Kharif,Basmati,Tamil Nadu,0.03
675.5,23.9,16.0,28.1,4.74,94.2,44.0,135.1,136.1,Canal,Kharif,Swarna,Punjab,5.68
836.9,29.7,24.8,36.7,5.09,93.9,111.5,116.4,15.6,Borewell,Rabi,Swarna,Andhra Pradesh,0.15
1017.1,35.0,28.4,44.2,5.21,116.8,74.2,136.1,197.9,Rainfed,Kharif,Basmati,Andhra Pradesh,5.06
953.5,25.8,21.0,32.6,5.98,55.2,93.7,23.7,329.6,Borewell,Kharif,Swarna,Andhra Pradesh,6.43
541.3,24.5,17.3,31.7,4.71,115.7,10.8,115.0,139.1,Borewell,Rabi,Swarna,West Bengal,4.16
58.3,25.0,17.7,31.9,7.88,25.4,2.6,75.1,190.3,Rainfed,Kharif,MTU1010,Punjab,0.35
1210.2,37.1,29.6,43.4,6.46,160.9,61.7,51.7,229.7,Rainfed,Kharif,MTU1010,Tamil Nadu,7.42
791.5,26.5,23.4,31.1,7.35,26.0,9.1,56.9,365.5,Rainfed,Kharif,Basmati,Tamil Nadu,5.08
597.3,20.1,15.6,24.8,7.2,151.3,107.0,16.3,370.7,Canal,Kharif,IR64,West Bengal,8.58
1733.9,34.1,30.4,39.1,6.81,124.8,98.4,111.5,252.7,Rainfed,Kharif,IR64,Tamil Nadu,10.82
1493.5,32.6,27.3,41.3,7.67,61.4,85.8,101.1,4.1,Rainfed,Kharif,MTU1010,Andhra Pradesh,0.05
1715.5,22.3,16.8,28.0,7.66,58.9,3.8,24.4,75.8,Rainfed,Kharif,Basmati,Andhra Pradesh,5.36
990.0,37.7,33.4,47.4,4.95,173.9,55.0,87.1,80.7,Rainfed,Kharif,MTU1010,Punjab,5.44
261.9,30.9,24.3,39.8,7.66,35.1,9.4,20.7,239.6,Borewell,Kharif,IR64,Tamil Nadu,2.51
1392.4,29.0,24.7,37.1,6.33,130.1,111.4,50.1,283.0,Canal,Rabi,MTU1010,Tamil Nadu,9.08
412.1,26.9,19.6,35.2,5.44,33.1,73.5,7.1,35.6,Rainfed,Kharif,Swarna,Tamil Nadu,0.33
882.5,36.2,32.3,40.5,6.63,163.0,18.8,99.4,115.9,Canal,Rabi,Swarna,Andhra Pradesh,6.43
130.0,24.4,19.6,31.8,5.48,133.5,67.3,2.0,202.9,Rainfed,Kharif,MTU1010,West Bengal,0.2
1650.6,25.1,19.0,34.8,6.18,167.9,14.2,41.7,308.5,Rainfed,Rabi,IR64,West Bengal,8.94
251.9,22.2,16.2,26.4,7.36,158.2,17.5,42.7,137.8,Rainfed,Kharif,IR64,Andhra Pradesh,5.02
1806.2,33.7,30.3,39.4,4.61,98.9,9.7,119.7,198.9,Rainfed,Kharif,IR64,Tamil Nadu,7.72
1728.5,30.7,23.5,35.0,5.14,27.4,104.6,72.1,198.5,Rainfed,Kharif,Basmati,Andhra Pradesh,6.33
929.2,31.0,25.0,38.4,7.85,39.9,65.5,91.7,370.7,Borewell,Kharif,Swarna,Tamil Nadu,5.43
1488.7,23.9,16.6,28.6,6.06,36.3,39.3,39.9,338.1,Borewell,Kharif,Basmati,Punjab,7.67
1238.9,31.7,24.4,38.6,5.56,39.7,0.1,87.6,343.2,Borewell,Rabi,Swarna,Andhra Pradesh,6.67
1606.2,33.8,28.0,42.1,7.73,85.8,56.6,23.9,66.6,Rainfed,Kharif,MTU1010,Tamil Nadu,4.72
863.6,26.4,18.9,31.4,7.69,156.2,61.5,158.8,360.3,Borewell,Kharif,MTU1010,Andhra Pradesh,7.1
1571.6,34.4,27.2,43.0,4.65,4.2,40.4,82.7,157.5,Rainfed,Rabi,MTU1010,Tamil Nadu,3.33
924.9,26.3,18.5,30.6,5.77,42.9,58.1,140.7,217.9,Canal,Rabi,MTU1010,West Bengal,7.42
1881.9,33.6,26.4,38.5,7.69,107.4,12.1,16.9,245.7,Canal,Rabi,Basmati,Punjab,6.55
972.7,20.6,13.5,26.3,5.13,155.8,110.6,94.5,172.1,Rainfed,Kharif,Swarna,Punjab,7.23
925.2,29.9,24.6,38.7,6.52,53.5,31.0,107.4,137.3,Rainfed,Kharif,MTU1010,West Bengal,5.55
1570.1,37.5,33.4,46.6,5.62,68.9,113.8,126.2,99.2,Rainfed,Kharif,MTU1010,Tamil Nadu,7.51
1643.2,37.7,30.1,43.0,7.08,67.2,59.1,77.7,205.4,Rainfed,Rabi,IR64,Tamil Nadu,6.06
1109.0,25.1,18.5,29.6,5.05,52.9,102.8,5.8,335.1,Rainfed,Kharif,Basmati,Punjab,4.73
359.6,27.9,23.5,37.0,6.59,125.8,69.3,41.8,306.1,Canal,Kharif,Swarna,West Bengal,6.3
935.5,21.1,16.4,29.0,4.5,118.0,101.3,44.9,204.0,Rainfed,Rabi,MTU1010,Tamil Nadu,5.21
1936.1,35.7,29.3,40.7,5.38,151.8,1.2,50.9,137.1,Canal,Kharif,IR64,West Bengal,6.39
1506.0,30.2,24.8,37.6,5.07,165.2,22.4,14.8,5.1,Rainfed,Kharif,Swarna,Andhra Pradesh,0.8
1622.3,26.9,23.5,36.2,5.23,162.1,42.5,0.1,83.1,Borewell,Kharif,Basmati,Punjab,6.9
65.7,22.0,18.3,26.4,7.51,97.2,35.5,83.2,74.7,Borewell,Kharif,IR64,West Bengal,0.31
935.7,37.0,30.3,41.5,7.7,33.4,113.6,117.9,235.3,Rainfed,Kharif,IR64,West Bengal,4.55
1293.2,29.5,24.9,35.2,7.14,40.0,47.4,36.8,368.3,Canal,Kharif,Basmati,Tamil Nadu,7.6
1660.1,25.1,19.6,33.0,6.57,106.2,116.7,111.0,126.5,Borewell,Rabi,IR64,Punjab,10.44
98.5,26.3,19.5,31.4,5.31,165.3,78.1,117.0,317.3,Rainfed,Kharif,Swarna,Andhra Pradesh,0.76
1704.9,24.9,18.1,33.8,5.46,95.5,100.3,65.8,131.9,Rainfed,Kharif,Swarna,Andhra Pradesh,7.31
1096.8,30.8,27.0,39.3,5.58,168.4,47.3,84.0,385.7,Borewell,Kharif,MTU1010,Punjab,9.77
394.6,36.7,33.2,44.1,7.22,47.2,22.8,50.2,77.9,Canal,Kharif,IR64,Punjab,3.29
634.5,35.4,29.5,40.1,5.39,15.5,6.1,60.0,162.8,Rainfed,Rabi,Basmati,Punjab,2.27
563.9,28.3,21.6,38.2,7.91,143.3,78.8,94.3,59.7,Canal,Rabi,Basmati,Punjab,5.92
1061.7,34.9,31.1,41.8,7.29,158.3,116.6,57.9,90.5,Borewell,Kharif,Basmati,West Bengal,7.69
103.4,27.6,22.8,34.3,8.0,80.7,14.2,80.2,42.4,Rainfed,Kharif,Basmati,Punjab,0.64
317.1,24.5,17.2,34.5,6.11,18.4,92.6,119.0,43.8,Rainfed,Kharif,MTU1010,West Bengal,4.8
1625.4,37.7,30.0,46.9,6.56,7.6,43.8,154.3,251.4,Rainfed,Kharif,IR64,Punjab,6.79
265.2,25.5,20.2,32.2,5.48,11.3,119.2,142.6,313.5,Borewell,Kharif,Swarna,Punjab,4.04
466.8,25.8,22.4,32.3,6.61,79.0,104.4,146.3,32.4,Canal,Rabi,MTU1010,Andhra Pradesh,0.06
906.7,37.8,33.5,42.4,7.91,42.3,27.7,145.8,88.5,Canal,Kharif,IR64,Tamil Nadu,4.5
1034.2,22.4,18.2,32.0,4.61,83.1,91.9,38.6,128.4,Rainfed,Rabi,Basmati,Punjab,4.27
1527.2,33.7,29.5,42.8,5.51,87.9,88.1,151.4,374.7,Rainfed,Kharif,IR64,Andhra Pradesh,8.12
894.7,36.8,31.4,42.7,5.48,82.5,91.6,35.6,239.2,Canal,Rabi,Swarna,Andhra Pradesh,4.88
1579.7,29.2,23.3,37.7,7.94,111.6,9.9,138.3,42.9,Canal,Rabi,Swarna,Punjab,6.95
1236.7,20.0,16.4,28.6,4.96,122.3,97.1,93.0,147.9,Rainfed,Kharif,Swarna,Andhra Pradesh,7.62
226.2,26.8,19.3,32.1,7.34,71.3,31.4,134.2,286.1,Borewell,Rabi,MTU1010,Andhra Pradesh,0.04
312.7,22.0,15.9,29.7,5.46,60.7,70.9,157.2,391.3,Canal,Rabi,MTU1010,Tamil Nadu,5.45
874.1,27.5,21.5,33.0,7.51,66.3,13.8,140.1,295.3,Rainfed,Kharif,MTU1010,West Bengal,5.66
793.8,34.2,26.3,43.0,6.21,12.6,67.0,130.6,72.5,Rainfed,Rabi,IR64,West Bengal,4.17
1487.1,27.9,21.8,32.8,5.35,57.9,108.8,33.0,327.7,Rainfed,Rabi,Swarna,Tamil Nadu,6.7
1161.5,27.8,20.1,35.8,6.98,36.0,21.3,137.6,1.3,Rainfed,Kharif,Swarna,Punjab,0.12
776.3,30.0,25.6,36.0,7.45,52.4,102.6,26.5,193.0,Borewell,Kharif,MTU1010,Tamil Nadu,6.34
341.5,30.5,26.3,34.7,6.15,128.6,52.3,82.0,138.0,Rainfed,Kharif,MTU1010,Tamil Nadu,5.24
453.7,35.4,29.8,40.2,7.0,177.9,38.7,80.4,378.5,Canal,Rabi,IR64,Tamil Nadu,5.95
1151.0,25.6,20.0,33.5,5.14,166.2,6.9,83.0,18.4,Rainfed,Kharif,MTU1010,Andhra Pradesh,0.73
846.9,34.8,30.7,40.2,7.78,147.9,63.4,115.7,102.2,Rainfed,Rabi,IR64,Punjab,5.09
1029.9,30.2,23.7,38.0,4.84,132.7,24.0,63.4,103.9,Rainfed,Kharif,MTU1010,Andhra Pradesh,5.68
341.4,25.4,22.3,31.9,5.28,170.1,112.8,73.1,169.4,Rainfed,Kharif,Basmati,Andhra Pradesh,5.6
1325.8,25.3,18.9,33.5,5.51,135.4,28.6,105.4,369.3,Rainfed,Kharif,IR64,West Bengal,9.3
1705.1,26.5,21.2,33.5,5.03,84.8,70.4,109.2,261.0,Rainfed,Rabi,MTU1010,Punjab,7.06
515.9,31.2,24.8,37.1,5.92,108.2,67.0,70.0,48.6,Rainfed,Rabi,Basmati,Punjab,5.69
983.0,24.2,18.8,29.0,6.1,55.0,40.4,8.3,329.9,Borewell,Rabi,IR64,Andhra Pradesh,5.52
1951.1,36.6,28.7,42.6,6.32,0.6,102.2,41.5,251.9,Canal,Kharif,Swarna,Punjab,7.95
666.5,30.3,25.7,38.2,4.64,63.7,22.0,151.0,6.5,Rainfed,Kharif,Swarna,Punjab,1.07
1190.1,36.6,28.6,45.0,5.27,72.9,98.0,148.4,367.4,Rainfed,Kharif,MTU1010,Andhra Pradesh,5.34
180.4,20.8,17.5,25.8,7.33,132.0,24.9,103.9,19.0,Rainfed,Rabi,Swarna,Tamil Nadu,0.88
1212.0,26.2,19.7,34.2,7.34,154.7,4.7,29.6,244.0,Borewell,Kharif,Swarna,Punjab,7.43
179.3,20.4,15.1,25.5,5.66,173.3,113.3,15.3,240.3,Canal,Kharif,IR64,West Bengal,1.08
1918.5,24.9,17.8,30.2,6.11,63.3,76.5,151.9,243.5,Canal,Kharif,Swarna,Punjab,11.73
1431.3,35.5,28.6,42.7,5.14,172.3,75.7,139.7,339.3,Rainfed,Kharif,Basmati,Andhra Pradesh,7.12
1576.3,20.7,13.7,26.4,7.38,143.9,31.8,63.7,49.5,Rainfed,Kharif,MTU1010,Punjab,8.45
1408.2,27.9,24.4,35.8,7.85,5.6,16.7,100.7,213.9,Rainfed,Kharif,IR64,Punjab,5.08
1179.5,22.1,15.0,31.9,5.52,107.1,84.7,146.3,229.4,Canal,Rabi,MTU1010,Andhra Pradesh,9.87
899.8,27.5,23.4,32.4,7.24,65.8,62.2,22.1,159.1,Canal,Rabi,Swarna,Tamil Nadu,6.45
1716.7,35.1,32.0,42.5,5.73,6.1,38.1,101.8,211.2,Borewell,Kharif,Basmati,Andhra Pradesh,6.58
1913.7,31.2,27.1,40.8,4.51,95.7,38.0,147.1,200.4,Canal,Kharif,IR64,Andhra Pradesh,7.9
998.1,33.3,27.9,38.3,6.6,105.3,106.7,133.8,303.6,Rainfed,Rabi,Basmati,Punjab,7.57
1863.1,26.3,19.6,32.5,5.94,45.4,106.8,45.9,58.4,Canal,Rabi,Swarna,West Bengal,8.06
1166.7,37.0,32.9,41.7,7.15,169.2,33.0,152.3,11.8,Canal,Rabi,MTU1010,Punjab,1.14
1076.8,32.8,29.2,40.6,7.12,109.9,95.3,32.5,372.6,Rainfed,Rabi,Basmati,Punjab,5.38
909.0,27.6,21.4,35.6,7.81,31.7,27.2,33.4,125.5,Rainfed,Kharif,Basmati,Andhra Pradesh,3.98
418.6,27.7,19.8,35.7,6.03,129.8,97.0,15.5,316.7,Canal,Kharif,IR64,West Bengal,7.48
7.4,36.5,30.5,43.8,6.19,89.8,15.2,18.9,127.9,Rainfed,Kharif,IR64,Andhra Pradesh,0.71
483.0,30.4,23.9,38.9,5.9,85.2,91.0,121.9,1.6,Borewell,Kharif,MTU1010,Tamil Nadu,0.04
1019.4,32.7,26.9,36.9,5.54,150.2,66.7,44.1,86.2,Borewell,Kharif,Basmati,Andhra Pradesh,8.19
759.9,27.5,20.6,37.3,6.73,24.9,14.1,139.1,42.2,Rainfed,Rabi,Basmati,Tamil Nadu,5.34
897.0,24.0,16.1,29.4,7.4,88.4,73.9,137.2,329.1,Canal,Kharif,IR64,Tamil Nadu,9.13
1961.3,33.0,27.3,37.8,5.05,140.5,23.1,18.6,68.3,Rainfed,Kharif,Swarna,Punjab,7.2
700.5,30.9,25.9,40.6,7.94,118.9,23.3,85.2,397.5,Canal,Kharif,IR64,Andhra Pradesh,5.39
904.4,29.0,21.7,38.0,6.89,1.0,53.7,118.3,245.1,Canal,Kharif,MTU1010,Andhra Pradesh,7.04
267.0,31.2,23.4,39.8,7.23,141.7,115.7,109.2,129.2,Rainfed,Kharif,Swarna,West Bengal,7.22
95.9,23.7,20.1,28.4,8.0,170.0,107.1,16.6,201.9,Borewell,Kharif,Basmati,Andhra Pradesh,1.17
1550.8,34.3,28.4,43.1,6.26,126.8,99.2,51.5,384.7,Rainfed,Rabi,Basmati,Tamil Nadu,7.13
1141.4,37.1,30.1,44.7,4.75,157.7,102.1,97.9,254.5,Rainfed,Kharif,IR64,Tamil Nadu,6.17
1521.4,36.0,30.4,44.4,7.27,64.9,59.7,93.5,301.4,Rainfed,Kharif,Swarna,West Bengal,7.2
299.7,25.8,20.7,35.7,7.55,63.1,45.0,130.2,197.5,Borewell,Rabi,Swarna,West Bengal,4.17
1143.7,27.3,21.0,32.5,5.07,57.8,106.1,9.0,213.1,Canal,Rabi,Basmati,Tamil Nadu,5.8
507.3,34.6,30.2,41.6,4.58,132.3,9.7,76.9,393.6,Canal,Kharif,Swarna,Tamil Nadu,4.94
456.1,30.7,26.0,39.2,4.98,169.6,119.5,135.8,241.8,Borewell,Rabi,Basmati,Andhra Pradesh,6.62
23.1,29.9,21.9,36.5,5.63,159.4,66.4,159.0,216.8,Canal,Rabi,Swarna,Tamil Nadu,0.18
260.7,36.7,30.5,41.0,7.73,27.0,64.9,20.6,349.4,Canal,Rabi,MTU1010,Punjab,2.56
618.5,29.6,22.3,34.3,4.51,112.7,35.0,103.3,179.7,Borewell,Kharif,Swarna,Andhra Pradesh,5.79
233.8,29.3,22.2,36.9,7.31,179.3,20.4,0.2,189.4,Canal,Rabi,IR64,Andhra Pradesh,0.17
1971.7,20.8,14.5,26.5,7.49,53.2,81.6,55.9,284.1,Rainfed,Kharif,IR64,Tamil Nadu,10.09
617.3,21.2,14.0,26.1,7.34,114.3,43.4,71.2,63.9,Borewell,Kharif,Swarna,Tamil Nadu,6.33
260.6,20.1,15.7,26.2,4.79,163.2,36.3,55.3,52.1,Rainfed,Kharif,IR64,Andhra Pradesh,4.16
398.2,36.4,30.3,41.6,6.88,161.9,19.5,99.9,247.3,Borewell,Kharif,IR64,Punjab,6.46
1175.4,27.4,21.4,31.5,7.84,57.9,64.2,2.5,73.4,Borewell,Kharif,MTU1010,Andhra Pradesh,5.13
128.1,28.4,22.3,33.3,4.92,16.9,70.6,145.3,174.2,Rainfed,Rabi,MTU1010,Punjab,0.3
1724.9,35.2,31.4,44.5,4.61,116.3,53.2,51.0,321.8,Rainfed,Rabi,Basmati,West Bengal,4.83
1923.0,31.0,26.6,35.0,7.56,170.5,1.4,24.1,124.0,Borewell,Kharif,Swarna,Tamil Nadu,7.83
493.5,31.0,26.5,39.6,6.76,91.4,59.0,69.3,296.9,Rainfed,Rabi,Swarna,Punjab,5.38
900.2,25.3,19.3,33.9,6.76,82.4,32.6,82.2,131.1,Borewell,Kharif,Swarna,Andhra Pradesh,6.35
44.3,35.0,27.1,42.4,7.88,155.5,16.6,8.3,15.9,Rainfed,Kharif,MTU1010,Punjab,0.48
1281.4,23.0,15.2,28.2,7.19,76.4,69.3,127.9,36.7,Rainfed,Kharif,MTU1010,West Bengal,0.91
827.9,21.0,16.8,30.2,5.89,122.6,80.5,118.0,173.5,Canal,Rabi,IR64,West Bengal,8.32
540.1,23.4,18.9,30.3,6.03,70.0,62.3,81.9,127.2,Rainfed,Rabi,Basmati,Tamil Nadu,5.02
413.7,24.8,21.6,29.9,5.01,67.9,73.7,29.8,187.6,Rainfed,Kharif,IR64,West Bengal,3.78
1308.0,25.1,20.1,31.7,5.56,33.8,72.8,148.3,209.2,Canal,Kharif,IR64,Tamil Nadu,8.61
832.4,32.1,24.9,37.2,6.06,15.9,14.9,127.1,377.1,Rainfed,Rabi,Swarna,Tamil Nadu,4.99
359.3,23.9,16.3,30.2,5.41,159.3,25.9,37.4,188.9,Rainfed,Rabi,Swarna,Punjab,3.39
1378.2,32.2,28.0,39.2,7.71,32.6,1.1,117.8,343.0,Canal,Rabi,MTU1010,Tamil Nadu,6.16
1130.1,21.6,17.3,27.8,4.54,11.2,117.8,16.2,340.3,Canal,Kharif,Swarna,West Bengal,6.22
1717.3,22.6,18.5,30.6,6.55,104.8,25.3,19.0,355.0,Canal,Kharif,Basmati,Andhra Pradesh,10.16
235.0,29.2,24.4,38.8,7.2,98.3,97.8,71.1,215.2,Rainfed,Rabi,Basmati,Punjab,1.04
1571.3,36.6,29.6,42.7,7.06,102.2,93.7,112.3,114.5,Canal,Rabi,MTU1010,Punjab,7.55
1347.0,35.5,29.2,41.6,6.75,84.3,84.6,146.8,314.5,Rainfed,Rabi,IR64,Punjab,7.25
